numeropol,marque_voiture,couleur_voiture,presence_alarme,license_plate
22248,VOLKSWAGEN,Autre,1,R23 RIW
22248,HONDA,Autre,1,JCJ-6094
22254,FORD,Autre,1,HP1 874
22258,TOYOTA,Autre,1,QRB 101
22258,FORD,Autre,0,GVEI-580
22265,AUDI,Autre,0,272 DVX
22265,ROVER,Autre,0,470 FLM
22280,HONDA,Autre,0,105508
22293,FORD,Autre,0,BWB 539
22295,HONDA,Autre,1,105560
22296,VOLKSWAGEN,Autre,0,JLR 583
22310,VOLKSWAGEN,Autre,1,403 LIU
22333,LANCIA,Rouge,0,648 811
22334,TOYOTA,Autre,1,CCN22
22341,VOLKSWAGEN,Autre,0,18 81DE
22341,FORD,Autre,0,UST 609
22345,NISSAN,Autre,0,FUP 966
22360,Autres,Autre,0,K67 QBT
22377,VOLKSWAGEN,Autre,0,402 1WO
22383,VOLKSWAGEN,Autre,0,202198
22391,GM,Autre,1,276 HMM
22396,RENAULT,Autre,1,540 LNA
22396,HONDA,Autre,1,SG5 96B
22396,PEUGEOT,Autre,1,ZXL 381
22420,VOLKSWAGEN,Autre,1,GVOT-020
22423,HONDA,Autre,0,888 666
22429,HONDA,Autre,1,904 GWX
22438,FIAT,Autre,1,WGR 286
22438,PEUGEOT,Autre,1,821 WMN
22441,GM,Autre,1,PW 3037
22441,HYUNDAI,Autre,1,XVH-1265
22446,SUZUKI,Autre,1,GR 2664
22456,DAIHATSU,Autre,1,LJXY 783
22460,HONDA,Autre,1,ZW1 759
22461,HONDA,Autre,1,TP1 30D
22461,ROVER,Autre,1,GVTI-689
22465,GM,Autre,1,ECVM 773
22465,GM,Autre,0,ALG01
22466,HONDA,Autre,1,PRR 744
22467,SEAT,Autre,0,XTK 472
22476,MERCEDES-B,Autre,0,MVSP 200
22486,VOLKSWAGEN,Autre,0,NJ 6997
22520,NISSAN,Autre,1,284 OMH
22520,MITSUBISHI,Autre,1,848 5SA
22532,MITSUBISHI,Autre,1,NLX 846
22548,RENAULT,Autre,0,TQYO 188
22550,RENAULT,Autre,1,VEH 436
22555,ROVER,Autre,0,RE 6647
22555,Autres,Autre,0,AN 8466
22556,HONDA,Autre,1,876 UHB
22556,HONDA,Autre,0,T33 TNP
22563,FIAT,Autre,0,885 0TQ
22579,GM,Autre,0,VO 5064
22610,ROVER,Autre,1,SYW 401
22610,RENAULT,Autre,1,PQJ 499
22610,NISSAN,Autre,1,424 VZT
22622,TOYOTA,Autre,1,087815
22629,RENAULT,Autre,0,967 914
22629,BMW,Autre,0,JZM 492
22632,RENAULT,Autre,1,LOTJ 859
22632,RENAULT,Autre,0,829 ILZ
22633,FORD,Autre,1,VED 040
22641,BMW,Autre,0,LYA33
22675,FORD,Autre,0,EDKT 515
22684,RENAULT,Autre,0,959409
22690,RENAULT,Autre,1,PYA-6305
22702,TOYOTA,Autre,1,387 0WB
22704,FORD,Autre,1,704 5SE
22709,SUZUKI,Autre,0,LEO 982
22728,RENAULT,Autre,1,FGT 261
22732,HONDA,Autre,0,A23 CQO
22753,HONDA,Autre,1,YYP 209
22757,FORD,Autre,1,879029
22757,MITSUBISHI,Autre,1,BXY 266
22764,AUDI,Autre,1,DDP 573
22764,VOLKSWAGEN,Autre,1,08 70QZ
22778,RENAULT,Autre,0,845 276
22778,TOYOTA,Autre,0,MUD 395
22805,FORD,Autre,1,NO 0661
22805,VOLKSWAGEN,Autre,1,GVGU-333
22805,MITSUBISHI,Autre,1,NC9 946
22815,TOYOTA,Autre,1,736341
22822,VOLKSWAGEN,Rouge,0,571 ZDE
22825,BMW,Autre,0,R18 TLY
22832,GM,Autre,0,RL 4056
22837,HONDA,Autre,1,719 5JL
22841,RENAULT,Autre,0,UHV00
22842,VOLKSWAGEN,Autre,1,DJH 499
22842,PEUGEOT,Autre,1,AZE 153
22855,RENAULT,Autre,1,GVYP-009
22857,HONDA,Autre,0,534366
22862,RENAULT,Autre,0,PY 3268
22862,GM,Autre,0,V60 EJD
22863,MITSUBISHI,Autre,1,146 158
22865,GM,Autre,1,GH3 181
22911,HONDA,Autre,1,AU 1872
22911,HONDA,Autre,0,DR 4758
22925,VOLKSWAGEN,Autre,1,347585
22942,RENAULT,Autre,1,GVTK-916
22942,FIAT,Autre,1,XS 8184
22958,VOLKSWAGEN,Rouge,1,YDH 360
22967,VOLKSWAGEN,Autre,0,SKY 183
22976,CHRYSLER,Autre,0,LA 7902
22979,FORD,Autre,1,PV2 451
22990,RENAULT,Autre,1,Q95 PJO
22991,BMW,Autre,0,525 GMU
23008,HONDA,Autre,1,CAD 342
23015,GM,Autre,0,LM8 36V
23016,FORD,Autre,0,KN 9720
23018,Autres,Autre,1,WT6 546
23018,VOLKSWAGEN,Autre,1,ZS 0479
23018,SEAT,Autre,1,616 YDO
23023,HONDA,Autre,1,FSL 419
23027,VOLKSWAGEN,Autre,0,K79 RGB
23029,FORD,Rouge,1,QJQ 870
23037,GM,Autre,0,279 5KE
23069,HONDA,Autre,0,SSG 889
23069,PEUGEOT,Autre,0,GVPO-934
23110,VOLKSWAGEN,Autre,0,GVSJ-045
23111,AUDI,Autre,0,RKO17
23114,RENAULT,Autre,1,LK 3088
23123,TOYOTA,Autre,1,RS 0742
23123,HONDA,Autre,0,694 QRA
23123,TOYOTA,Autre,0,49 93VE
23129,HONDA,Autre,1,35 87BW
23135,TOYOTA,Autre,1,235 PAM
23136,RENAULT,Autre,0,X41 TVL
23138,SUBARU,Autre,1,04 43QT
23138,TOYOTA,Autre,1,IQN 823
23153,MITSUBISHI,Autre,1,AQ9 66Q
23159,RENAULT,Autre,1,HCYL 395
23160,GM,Autre,1,701 QZV
23160,HONDA,Autre,1,QBJL 531
23162,RENAULT,Autre,0,PXT 014
23164,VOLKSWAGEN,Rouge,1,YZA 514
23167,CHRYSLER,Autre,0,P09 BUI
23175,MAZDA,Autre,1,359 DRA
23178,SEAT,Autre,1,ADI49
23178,PEUGEOT,Autre,1,069 TTJ
23179,TOYOTA,Autre,1,091614
23179,TOYOTA,Autre,0,GVBO-031
23180,VOLKSWAGEN,Autre,0,IQ0 79H
23181,HONDA,Autre,0,ZPB 237
23188,VOLKSWAGEN,Autre,1,649686
23189,PEUGEOT,Autre,1,TVM 714
23190,RENAULT,Autre,1,CNV 595
23190,ALFA ROMEO,Autre,1,538 TZW
23199,VOLKSWAGEN,Autre,1,RQQH 923
23199,RENAULT,Autre,0,GA4 881
23204,VOLKSWAGEN,Autre,0,CRP 711
23204,AUDI,Autre,0,671 GWH
23221,PEUGEOT,Autre,1,GVCR-209
23221,LANCIA,Autre,0,325 FTC
23227,VOLKSWAGEN,Autre,0,158 904
23249,FORD,Autre,1,434 039
23258,DAIHATSU,Autre,1,07 44MR
23261,BMW,Autre,0,KK 5621
23266,VOLKSWAGEN,Autre,1,GVKI-415
23266,HONDA,Autre,0,S48 VHA
23281,AUDI,Autre,0,170 6DB
23284,NISSAN,Autre,0,GVSQ-434
23310,VOLVO,Autre,0,DUU38
23313,RENAULT,Autre,1,HG 3384
23313,RENAULT,Autre,0,MC8 17R
23313,HONDA,Autre,0,ODE 789
23317,PEUGEOT,Autre,1,PNK-4678
23323,FIAT,Autre,1,SAIT 488
23323,LANCIA,Autre,0,128680
23323,FIAT,Autre,0,LULY 365
23335,FIAT,Rouge,1,S68 BSM
23349,HONDA,Autre,0,GKW 810
23360,FORD,Autre,1,96 84YG
23367,FORD,Autre,1,211 TLQ
23369,TOYOTA,Autre,0,038 0QW
23396,GM,Autre,0,NH2 443
23402,VOLVO,Rouge,1,BB 4307
23425,FORD,Autre,0,619 2RU
23443,MITSUBISHI,Autre,1,MQV 938
23443,RENAULT,Autre,1,MSP48
23443,VOLKSWAGEN,Autre,1,83 93RP
23473,RENAULT,Autre,1,LC 7310
23476,BMW,Autre,0,JZS 957
23478,RENAULT,Autre,0,CYP 258
23481,SUZUKI,Autre,0,953 FSU
23504,SKODA,Autre,1,PAO 581
23518,NISSAN,Autre,1,E32 EWJ
23519,GM,Autre,1,626 OKL
23524,HONDA,Autre,1,COS-2524
23545,ALFA ROMEO,Autre,0,056 6CX
23545,MITSUBISHI,Autre,0,ZAU 469
23552,RENAULT,Autre,0,JG7 227
23555,PEUGEOT,Autre,1,QCUI 978
23557,FORD,Autre,1,GVNQ-994
23561,RENAULT,Autre,1,FV1 39V
23570,Autres,Autre,0,J57 NEN
23570,GM,Autre,0,EK4 124
23581,VOLKSWAGEN,Autre,1,034 AEO
23581,HONDA,Autre,1,GVTI-542
23581,RENAULT,Autre,0,842 9OK
23587,RENAULT,Autre,1,MBH 989
23587,GM,Autre,0,YLB-2586
23588,SEAT,Autre,1,342 DPV
23596,HONDA,Autre,0,ZML 876
23601,PEUGEOT,Autre,1,542 JLA
23604,NISSAN,Autre,1,802 BZA
23619,TOYOTA,Autre,1,SNL32
23625,GM,Autre,0,743144
23634,MERCEDES-B,Autre,0,IC 8620
23637,MITSUBISHI,Autre,1,RE0 19P
23643,VOLKSWAGEN,Autre,0,UJMS 765
23650,HONDA,Autre,1,DNEB 859
23660,RENAULT,Autre,1,JX 7172
23663,MAZDA,Autre,0,EK1 819
23675,GM,Autre,1,593 3KD
23675,PEUGEOT,Autre,1,19 49PY
23677,HYUNDAI,Autre,0,02 42AX
23677,GM,Autre,1,Z45 YIK
23684,TOYOTA,Autre,1,G27 NJS
23693,TOYOTA,Autre,1,KKT 838
23702,RENAULT,Autre,1,ZCV 177
23707,VOLKSWAGEN,Autre,1,YHK 190
23720,NISSAN,Autre,1,267 1XE
23720,GM,Autre,0,GVFS-555
23728,ALFA ROMEO,Autre,0,GGR 746
23737,GM,Autre,0,GJU57
23756,VOLKSWAGEN,Autre,1,730902
23759,FORD,Autre,1,YDW 441
23760,GM,Autre,0,DIJ 927
23782,VOLKSWAGEN,Autre,1,NH 3281
23791,GM,Autre,0,30 06SL
23812,MITSUBISHI,Autre,1,DR9 357
23813,NISSAN,Autre,1,GVGD-835
23830,TOYOTA,Autre,1,RF 3934
23833,SUZUKI,Autre,1,WWB 716
23850,VOLVO,Autre,0,470 0HX
23850,GM,Autre,0,935 QWB
23852,HONDA,Autre,0,TTE 247
23858,GM,Autre,0,868888
23858,KIA,Autre,0,624 GRO
23861,GM,Autre,0,HYY-7366
23861,RENAULT,Autre,0,GVXO-325
23863,MERCEDES-B,Autre,0,BZ4 04A
23868,VOLVO,Autre,0,TZB 684
23886,LANCIA,Autre,1,XF 2233
23886,ALFA ROMEO,Autre,0,003 NTY
23941,BMW,Autre,0,373 BHR
23943,NISSAN,Autre,1,QXQ66
23949,HONDA,Autre,1,02 25UO
23949,TOYOTA,Autre,1,LNF-8122
23953,VOLKSWAGEN,Autre,1,57 15PN
23953,SEAT,Autre,1,GVPB-539
23953,RENAULT,Autre,1,GVKW-178
23953,AUDI,Autre,0,GUS59
23959,GM,Autre,0,VC 7889
23963,RENAULT,Autre,1,EBT-6112
23963,FORD,Autre,1,AY 8732
23964,RENAULT,Autre,1,14 65JI
23964,VOLKSWAGEN,Autre,1,A54 YIN
23964,FIAT,Autre,0,HWL-2542
23976,MITSUBISHI,Autre,1,963718
23976,HONDA,Autre,1,KO 0380
23976,SEAT,Autre,1,KWZ66
23990,MITSUBISHI,Autre,1,R49 TQG
23993,SEAT,Autre,1,371 MXI
23999,FORD,Autre,1,75 74RK
24000,LANCIA,Rouge,0,X58 PTE
24011,VOLKSWAGEN,Autre,0,EI 0786
24027,GM,Autre,0,GBK02
24035,FORD,Autre,0,H48 GFR
24036,BMW,Autre,0,ALX 546
24039,MAZDA,Autre,0,YIB 698
24041,VOLKSWAGEN,Autre,1,EYNK 167
24079,VOLKSWAGEN,Autre,0,AM 6618
24080,NISSAN,Rouge,0,PJO 607
24080,GM,Rouge,0,GVPL-247
24093,FORD,Autre,1,CUC-3516
24093,HONDA,Autre,1,046272
24093,TOYOTA,Autre,0,HBD13
24106,RENAULT,Autre,0,078 6NQ
24111,MAZDA,Autre,1,429432
24127,TOYOTA,Autre,0,W59 HTB
24128,GM,Rouge,0,677 RYX
24137,SUZUKI,Autre,1,512418
24140,TOYOTA,Autre,0,426 KRO
24141,VOLKSWAGEN,Rouge,0,FT 3555
24141,SEAT,Rouge,0,FQX 829
24142,SKODA,Autre,1,SRT-8917
24155,NISSAN,Autre,1,YH7 37E
24155,TOYOTA,Autre,1,NCN 920
24160,MERCEDES-B,Autre,1,KWC 894
24165,VOLKSWAGEN,Autre,1,XP8 440
24165,PEUGEOT,Autre,1,911511
24175,NISSAN,Autre,1,R95 ZXB
24180,VOLKSWAGEN,Autre,1,268 1AL
24180,MERCEDES-B,Autre,1,22 63TU
24187,MITSUBISHI,Autre,1,QVG-4624
24187,FORD,Autre,1,KEC 339
24188,VOLKSWAGEN,Rouge,1,99 89GQ
24190,HONDA,Autre,1,OPB 137
24190,NISSAN,Autre,1,154 ATV
24191,PEUGEOT,Autre,1,662631
24203,DAIHATSU,Autre,0,CVC-2333
24203,RENAULT,Autre,0,UEYQ 991
24205,VOLKSWAGEN,Autre,0,EQ 8046
24226,NISSAN,Autre,0,PNG-4212
24226,MITSUBISHI,Autre,0,MC4 92J
24226,FORD,Autre,1,UXA 889
24247,SUZUKI,Autre,1,748 585
24259,LANCIA,Autre,0,CWD 823
24266,TOYOTA,Autre,1,KM5 688
24267,ALFA ROMEO,Autre,0,270 7LU
24267,ROVER,Autre,0,176 DNY
24268,ROVER,Autre,0,YC 5202
24275,BMW,Autre,0,GVYH-262
24282,HONDA,Autre,0,NAC 657
24283,PEUGEOT,Autre,1,WJHG 410
24284,RENAULT,Autre,1,BS6 46A
24312,AUDI,Rouge,0,51 96EM
24315,RENAULT,Autre,1,FFEI 053
24320,HONDA,Autre,1,J99 TDY
24321,VOLVO,Autre,1,BQQ 044
24321,TOYOTA,Autre,1,281 UCY
24322,VOLKSWAGEN,Rouge,1,LQ3 49H
24335,FORD,Autre,1,DC 8695
24336,NISSAN,Autre,1,HDV 841
24350,RENAULT,Autre,0,SPX 319
24350,MERCEDES-B,Autre,0,RIJ 481
24356,VOLKSWAGEN,Autre,0,50 88ER
24356,PEUGEOT,Autre,0,32 31DY
24364,GM,Autre,1,H31 SCG
24364,RENAULT,Autre,0,595 1TR
24368,FIAT,Autre,1,RKJ 146
24372,ROVER,Autre,0,E23 GUI
24373,MITSUBISHI,Autre,1,53 89PS
24373,NISSAN,Autre,1,PIL 513
24379,GM,Autre,0,DKL-3648
24387,TOYOTA,Autre,0,LB 0497
24394,RENAULT,Autre,1,CDR 187
24394,SEAT,Autre,0,634 9QT
24398,RENAULT,Autre,1,P50 FLA
24406,RENAULT,Autre,1,VD8 78U
24431,NISSAN,Autre,1,N74 HEA
24433,MAZDA,Autre,1,QRQ08
24439,HONDA,Autre,0,PHU69
24439,ALFA ROMEO,Autre,0,IVA 167
24439,MITSUBISHI,Autre,0,V29 FGN
24440,RENAULT,Autre,0,920 TXL
24444,GM,Autre,0,517 253
24453,SEAT,Autre,1,MC 3528
24458,MERCEDES-B,Autre,1,YIE08
24460,VOLKSWAGEN,Autre,0,IE6 94O
24462,FORD,Autre,1,WAG-2484
24462,ROVER,Autre,0,AHOT 878
24468,MERCEDES-B,Autre,0,KXQ 114
24476,VOLKSWAGEN,Autre,1,PPX 608
24496,MITSUBISHI,Autre,1,VJH 390
24496,PORSCHE,Autre,1,GVDN-803
24513,MERCEDES-B,Autre,1,546 TEV
24513,MERCEDES-B,Autre,0,968 FHP
24517,HONDA,Autre,0,AVI 430
24537,HONDA,Autre,1,EK 8967
24546,FORD,Autre,0,IPY-2704
24549,SUZUKI,Autre,0,A89 SSP
24551,Autres,Autre,1,SK3 67I
24551,RENAULT,Autre,1,TI9 807
24551,MITSUBISHI,Autre,1,09 68LR
24559,MITSUBISHI,Autre,1,Q49 UGO
24559,RENAULT,Autre,1,CCJ 059
24573,ALFA ROMEO,Autre,1,YOD60
24577,RENAULT,Rouge,1,Y76 XNF
24577,HONDA,Rouge,0,943 6NY
24578,GM,Autre,0,DG7 26O
24587,Autres,Autre,1,WYE 871
24592,HONDA,Autre,0,221 PSX
24607,VOLKSWAGEN,Autre,0,857 2WQ
24612,ALFA ROMEO,Autre,0,VV8 38K
24612,MITSUBISHI,Autre,0,506 775
24613,BMW,Autre,0,CYPA 856
24623,VOLKSWAGEN,Autre,1,D27 FRJ
24625,RENAULT,Autre,1,506 065
24635,FORD,Rouge,1,SV 3424
24646,VOLKSWAGEN,Autre,1,QYX 345
24652,HONDA,Autre,1,ZHI-6281
24665,VOLVO,Autre,1,GYQ-9082
24667,VOLKSWAGEN,Autre,0,MH8 203
24668,SAAB,Autre,1,BAJ-8239
24670,HONDA,Autre,1,PM6 18S
24670,RENAULT,Autre,1,ND9 96A
24670,SUZUKI,Autre,1,GVRM-058
24673,AUDI,Autre,1,R62 DZB
24675,HONDA,Autre,0,AOC-1156
24682,VOLKSWAGEN,Autre,1,ZLC 122
24683,MERCEDES-B,Autre,1,740 7TM
24687,SUBARU,Autre,0,526 3OA
24696,GM,Autre,1,GVCN-763
24696,SEAT,Autre,1,GVKO-173
24696,HONDA,Autre,1,VQ0 648
24697,PEUGEOT,Autre,1,712079
24697,RENAULT,Autre,1,GA 6605
24700,RENAULT,Autre,0,VMI 969
24702,BMW,Autre,0,TQN 276
24702,VOLKSWAGEN,Autre,0,AX8 80C
24703,VOLKSWAGEN,Autre,0,896536
24703,VOLVO,Autre,0,PLRJ 910
24705,NISSAN,Autre,1,XKPJ 196
24713,HONDA,Autre,0,SJ 2587
24727,SKODA,Autre,1,ET2 473
24729,VOLKSWAGEN,Autre,0,RBS-7703
24731,VOLKSWAGEN,Autre,0,24 21DQ
24736,PEUGEOT,Autre,1,U09 RNA
24736,HONDA,Autre,1,GVPH-539
24739,VOLKSWAGEN,Autre,1,493 YNX
24739,AUDI,Autre,1,686 OZG
24739,RENAULT,Autre,1,NIA 581
24739,RENAULT,Autre,0,974 NCK
24739,HONDA,Autre,0,KIS 818
24739,HYUNDAI,Autre,0,80 41UL
24752,RENAULT,Autre,1,ZV5 37J
24752,PEUGEOT,Autre,0,MYP 298
24757,MERCEDES-B,Autre,0,722 ZGP
24757,MAZDA,Autre,0,BWF 403
24760,LADA,Autre,1,466 3PR
24762,MAZDA,Rouge,1,897 2XW
24762,RENAULT,Rouge,1,MEUU 414
24762,VOLKSWAGEN,Rouge,1,419213
24762,FORD,Rouge,1,GVXZ-288
24762,PEUGEOT,Rouge,1,GVQK-691
24762,GM,Rouge,1,M05 JIZ
24762,NISSAN,Rouge,1,88 14UP
24771,HONDA,Autre,1,LR 3575
24771,RENAULT,Autre,0,87 32ZH
24775,FORD,Autre,1,EK3 29G
24784,VOLKSWAGEN,Autre,0,YQN 036
24785,VOLKSWAGEN,Autre,0,792522
24786,PEUGEOT,Autre,1,08 84GA
24788,TOYOTA,Autre,1,941 ORO
24789,MAZDA,Autre,1,OTMS 020
24797,AUDI,Autre,1,VJY 279
24798,VOLKSWAGEN,Autre,1,396547
24798,FORD,Autre,1,EIL 749
24820,FORD,Autre,1,DDQ-4786
24822,TOYOTA,Autre,1,TA2 83G
24826,GM,Autre,0,KP6 03S
24830,GM,Autre,0,628 170
24841,GM,Rouge,1,GVYG-003
24843,MERCEDES-B,Autre,0,XPA 691
24844,PEUGEOT,Autre,0,290 011
24845,VOLKSWAGEN,Autre,0,PB 3818
24847,VOLKSWAGEN,Autre,1,QKM-1300
24849,RENAULT,Autre,1,UU4 169
24855,VOLKSWAGEN,Autre,0,ULLE 967
24859,SAAB,Autre,0,096 TRJ
24865,DAIHATSU,Autre,0,564 343
24865,AUDI,Autre,1,JI0 46I
24868,VOLKSWAGEN,Autre,1,EBE 675
24873,SEAT,Autre,0,LSO-3966
24879,SUZUKI,Autre,1,NGO 122
24894,LADA,Autre,1,XXX-3341
24894,KIA,Autre,1,073 WZC
24895,TOYOTA,Autre,1,NT3 48E
24897,RENAULT,Autre,1,CI 7106
24897,GM,Autre,1,RI4 072
24897,VOLKSWAGEN,Autre,1,QJ 0902
24910,RENAULT,Autre,1,GVCJ-494
24910,RENAULT,Autre,0,JV8 26M
24912,VOLKSWAGEN,Autre,1,056 834
24914,AUDI,Autre,0,860 OFV
24916,GM,Autre,1,DAT00
24917,VOLKSWAGEN,Autre,0,BGVI 315
24918,TOYOTA,Autre,1,878 EXN
24933,FIAT,Autre,0,C00 PVK
24933,BMW,Autre,0,AYY 098
24943,FIAT,Autre,1,DLW 972
24943,RENAULT,Autre,1,RSO-7858
24946,GM,Autre,0,LOBP 471
24946,MERCEDES-B,Autre,0,450 172
24953,ROVER,Autre,0,69 09RL
24961,FORD,Autre,1,BZH 008
24966,PEUGEOT,Autre,1,PZK 989
24974,TOYOTA,Autre,1,250 417
24988,SEAT,Autre,1,MRZ 686
24993,PEUGEOT,Autre,1,PP8 447
25001,VOLKSWAGEN,Autre,0,PHG 016
25002,PEUGEOT,Autre,1,GVAT-304
25002,HONDA,Autre,1,NXDF 610
25003,FORD,Autre,1,FQ 0082
25003,MAZDA,Autre,0,09 04ZP
25003,HYUNDAI,Autre,0,KFK-7381
25006,GM,Autre,0,VV6 86H
25007,FIAT,Autre,1,L82 BZF
25007,MITSUBISHI,Autre,1,OCZ 258
25008,MERCEDES-B,Autre,0,138 FIR
25017,MAZDA,Autre,1,DDT27
25020,VOLKSWAGEN,Autre,1,649 VON
25021,GM,Rouge,0,UXT-3107
25025,SAAB,Rouge,0,MV 9647
25026,NISSAN,Autre,1,ZVR-8229
25026,SEAT,Autre,1,S48 THC
25045,VOLKSWAGEN,Autre,0,FLS 813
25047,TOYOTA,Autre,1,JIL 628
25047,BMW,Autre,1,SJY 589
25054,HONDA,Autre,0,KXX-7001
25063,ALFA ROMEO,Autre,0,023 6UG
25063,VOLKSWAGEN,Autre,0,T89 EXP
25068,NISSAN,Autre,1,JO 3397
25069,NISSAN,Autre,1,100719
25069,PEUGEOT,Autre,0,114 SAJ
25081,TOYOTA,Autre,1,272347
25092,PEUGEOT,Autre,1,JZS 626
25106,ROVER,Autre,1,WJ 9058
25106,MERCEDES-B,Autre,0,GAQP 086
25108,HONDA,Autre,0,EVW-3157
25122,ALFA ROMEO,Autre,1,62 47IH
25124,VOLKSWAGEN,Autre,1,975 236
25127,FORD,Autre,1,XK 8210
25127,VOLKSWAGEN,Autre,0,843 GIR
25158,BMW,Autre,0,JA 6167
25160,BMW,Autre,0,32 99QA
25162,HONDA,Autre,0,FLA 370
25163,GM,Autre,1,UZY-8233
25163,FORD,Autre,0,T07 CUU
25164,FORD,Rouge,1,XX 1872
25164,HONDA,Rouge,0,024 XGQ
25168,RENAULT,Autre,1,RY2 820
25172,HONDA,Autre,1,335 DWG
25173,GM,Autre,0,GWQ-8036
25182,MITSUBISHI,Autre,0,PDA-7753
25193,MERCEDES-B,Autre,0,LGKY 642
25199,RENAULT,Autre,0,QGP49
25201,HONDA,Rouge,0,685 927
25219,VOLVO,Autre,1,MFP 872
25219,VOLKSWAGEN,Autre,0,BWU 663
25221,VOLKSWAGEN,Autre,1,SDC-2959
25221,ROVER,Autre,1,260 424
25224,RENAULT,Autre,1,OT4 45H
25224,FORD,Autre,0,GVJN-830
25226,HONDA,Autre,1,269 845
25228,RENAULT,Autre,1,AA3 656
25231,VOLKSWAGEN,Rouge,1,EMN 309
25238,GM,Rouge,1,068 0OI
25238,VOLKSWAGEN,Rouge,1,DL 5393
25243,GM,Autre,1,GVKG-051
25243,PEUGEOT,Autre,1,GVLY-958
25247,VOLKSWAGEN,Autre,1,267 AZF
25252,FORD,Autre,0,QS5 273
25291,DAIHATSU,Autre,1,964617
25296,RENAULT,Autre,0,269 175
25302,PEUGEOT,Rouge,1,13 72EK
25302,HONDA,Rouge,1,KADA 159
25305,TOYOTA,Autre,1,FWX06
25305,TOYOTA,Autre,0,K74 PAR
25312,ROVER,Autre,0,SR 2293
25321,VOLKSWAGEN,Autre,0,UMZ 258
25323,HONDA,Autre,0,JO1 547
25336,RENAULT,Autre,0,509 ZEQ
25336,TOYOTA,Autre,1,YCI 052
25336,GM,Autre,0,ZP 9380
25348,VOLKSWAGEN,Autre,0,YWC 853
25355,VOLKSWAGEN,Autre,1,CTA 089
25357,PEUGEOT,Autre,1,006 NZK
25357,VOLVO,Autre,0,QU3 475
25367,TOYOTA,Autre,1,COZ 927
25377,RENAULT,Autre,0,EYJ-7524
25378,RENAULT,Autre,1,AUPV 527
25378,RENAULT,Autre,0,GVHY-172
25379,VOLKSWAGEN,Autre,1,SPD 938
25379,GM,Autre,0,SIA 481
25382,MAZDA,Autre,1,KJ9 46Y
25382,FIAT,Autre,1,DHX 536
25382,VOLKSWAGEN,Autre,1,FA7 872
25389,ALFA ROMEO,Autre,0,NF9 351
25393,GM,Autre,1,ZX 2307
25393,FORD,Autre,0,DXPJ 625
25398,FORD,Autre,1,022 EYM
25402,MAZDA,Autre,0,OT 2001
25403,Autres,Autre,0,LYW48
25419,GM,Autre,0,887 SMD
25423,NISSAN,Autre,0,MU9 565
25423,TOYOTA,Autre,1,FU2 499
25424,BMW,Autre,0,GVGJ-080
25429,TOYOTA,Autre,1,DSM 477
25429,VOLKSWAGEN,Autre,1,UX3 984
25429,NISSAN,Autre,1,GVZG-906
25429,BMW,Autre,1,LJL 182
25443,SEAT,Autre,1,JMJQ 383
25447,NISSAN,Autre,0,TMP 817
25457,FIAT,Autre,0,83 07ZL
25457,PEUGEOT,Autre,0,039 AXG
25459,TOYOTA,Autre,1,USE 341
25462,ALFA ROMEO,Autre,0,NE1 75F
25470,VOLKSWAGEN,Autre,0,HIZ 261
25470,VOLKSWAGEN,Rouge,0,GVQA-515
25472,FORD,Autre,1,IY 9523
25472,RENAULT,Autre,0,PRS 718
25472,HONDA,Autre,0,HFC 445
25476,PEUGEOT,Autre,1,496952
25478,RENAULT,Autre,0,SC 0491
25488,FIAT,Autre,1,937 NQH
25488,SUZUKI,Autre,1,BPTI 916
25488,MAZDA,Autre,0,010 429
25491,RENAULT,Autre,1,EP0 59O
25502,NISSAN,Autre,0,17 94YD
25502,PEUGEOT,Autre,0,VS8 915
25504,VOLKSWAGEN,Autre,0,26 15LC
25504,SEAT,Autre,0,IM 7671
25507,BMW,Autre,0,SJB-6050
25507,VOLKSWAGEN,Autre,0,KE 1886
25513,VOLKSWAGEN,Autre,0,BJ 0673
25518,VOLKSWAGEN,Autre,0,SVX 162
25525,VOLKSWAGEN,Autre,1,JZA 530
25538,FORD,Autre,1,166 GIR
25545,PEUGEOT,Autre,1,423 THD
25545,AUDI,Autre,1,838226
25548,FORD,Autre,1,164 528
25548,RENAULT,Autre,1,GVNZ-731
25548,RENAULT,Autre,0,FKXS 956
25551,RENAULT,Autre,1,JB 4344
25553,BMW,Autre,0,LC 1125
25553,MERCEDES-B,Autre,0,NBN 945
25558,RENAULT,Autre,1,YGN15
25573,RENAULT,Autre,0,CZB 059
25579,VOLKSWAGEN,Autre,0,QCZ-7257
25589,AUDI,Autre,0,MNP-5733
25594,FORD,Rouge,0,269 922
25602,RENAULT,Autre,0,ADO 124
25602,RENAULT,Autre,1,IMMF 608
25604,VOLKSWAGEN,Autre,1,SN 5067
25610,VOLKSWAGEN,Autre,1,MU2 67F
25613,FORD,Autre,1,X10 EAN
25629,MITSUBISHI,Autre,1,XEL 601
25629,FORD,Autre,1,PRZ 073
25629,VOLKSWAGEN,Autre,1,169 CDQ
25633,FIAT,Autre,0,303727
25633,ROVER,Autre,0,415 7TS
25635,FORD,Autre,1,XIH00
25635,VOLVO,Autre,1,GVVU-195
25635,HONDA,Autre,1,950 8LR
25635,FIAT,Autre,0,191 3FA
25636,FORD,Autre,1,41 54DA
25636,RENAULT,Autre,0,CB 7394
25638,VOLKSWAGEN,Autre,1,847 1VN
